group1,group2,meandiff,p-adj,lower,upper,reject
DIRECCION DE DEPORTES,SECRETARIA ACADEMICA,682.9392,0.969,-313.1128,1678.9911,False
DIRECCION DE DEPORTES,SECRETARIA DE DESARROLLO AGROPECUARIO,5892.3756,0.0,3467.3693,8317.3818,True
DIRECCION DE DEPORTES,SECRETARIA DE EXT.Y CULTURA,524.6269,1.0,-489.39,1538.6438,False
DIRECCION DE DEPORTES,SECRETARIA DE RELACIONES INTERNACIONALES,2661.2953,0.0005,470.1505,4852.4401,True
DIRECCION DE DEPORTES,SECRETARIA DE SUSTENTABILIDAD,9637.1466,0.0,8253.0356,11021.2575,True
DIRECCION DE DEPORTES,SECRETARIA GENERAL,5464.1307,0.0,4275.7126,6652.5488,True
DIRECCION DE DEPORTES,SECRETARÍA DE IGUALDAD E INCLUSIÓN,600.2421,1.0,-7689.4038,8889.8881,False
DIRECCION DE DEPORTES,SECRETARÍA DE INNOVACIÓN Y DESARROLLO DIGITAL,5619.8701,0.0,3458.796,7780.9443,True
DIRECCION DE DEPORTES,SRIA. DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO TECNOLÓGICO,5458.6722,0.0,3209.1416,7708.2028,True
DIRECCION DE DEPORTES,TEATRO UNIVERSITARIO,-1306.8839,0.0791,-2650.0382,36.2704,False
DIRECCION DE DEPORTES,TESORERIA GENERAL,4044.3327,0.0,3101.0876,4987.5777,True
DIRECCION DE DEPORTES,UNIDAD DE TRANSPARENCIA,3755.2902,0.0,1455.196,6055.3843,True
DIRECCION DE DEPORTES,WORLD TRADE CENTER MONTEREY-UANL,3530.9794,0.588,-824.5846,7886.5435,False
DIRECCION DE DEPORTES,´CAPILLA ALFONSINA´ BIBLIOTECA UNIVERSITARIA,1514.5097,0.212,-155.2461,3184.2655,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE EDITORIAL UNIVERSITARIA,-153.8301,1.0,-1715.1765,1407.5162,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE INVESTIGACION,1202.6349,0.8715,-428.147,2833.4167,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE PREVENCION Y PROTECCION UNIVERSITARIA,-1490.9036,0.0004,-2702.9354,-278.8718,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE RADIO Y TELEVISION UNIVERSITARIA,1143.0412,0.9914,-609.2513,2895.3337,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE RECURSOS HUMANOS Y NOMINAS,1143.4024,0.4451,-213.2914,2500.0962,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE SERVICIO SOCIAL Y PRACTICAS PROFESIONALES,3171.9975,0.0,1794.9481,4549.0469,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE SERVICIOS GENERALES,-2196.6601,0.0,-3454.5581,-938.7621,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE SERVICIOS MEDICOS,-1020.2001,0.1302,-2103.9431,63.5429,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE TECNOLOGIAS DE INFORMACION,-714.5444,0.9998,-1937.44,508.3512,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DE UNIDADES ACADEMICAS,36536.5068,0.0001,7869.9001,65203.1136,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DEL PROGRAMA DE FUTBOL AMERICANO,-2784.8613,0.0,-4430.2658,-1139.4567,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION DEL SISTEMA DE ESTUDIOS DE POSGRADO,4879.2709,0.0,2620.9245,7137.6173,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION GENERAL ADMINISTRATIVA,5485.8564,0.0,3827.5341,7144.1787,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION GENERAL DE PLANEACION Y PROYECTOS ESTRATEGICOS,5374.5947,0.0,4034.9578,6714.2316,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION GENERAL DE TECNOLOGÍAS Y DESARROLLO DIGITAL,2201.2249,0.0,970.5979,3431.8519,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION RESPONSABILIDAD SOCIAL UNIVERSITARIA (SS),17615.3968,0.0,6335.9637,28894.83,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCION TECNICA DE LA RECTORIA,2614.9689,1.0,-2542.0625,7772.0003,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN ADMINISTRATIVA DE LA SIID,15116.4543,0.0,9615.6004,20617.3083,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE ADMINISTRACIÓN DE CALIDAD,4249.1257,0.1847,-383.8845,8882.1359,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE DESARROLLO DE MODELOS TECNOLÓGICOS,13931.6678,0.0,8229.5259,19633.8097,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE DESARROLLO INSTITUCIONAL ACADÉMICO,4904.9579,0.1122,-252.0735,10061.9894,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE EDUCACIÓN DIGITAL,368.938,1.0,-1305.3413,2043.2172,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE EDUCACIÓN INCLUSIVA,2417.5464,1.0,-3767.4754,8602.5682,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE EMPRENDIMIENTO Y DESARROLLO EMPRESARIAL,409.4437,1.0,-2976.9247,3795.8122,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE ESTUDIOS INCORPORADOS,-1543.3576,1.0,-5382.5624,2295.8472,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE FORMACIÓN INTEGRAL AL ESTUDIANTE,-1341.1935,1.0,-4091.398,1409.0111,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE FORMACIÓN Y DESARROLLO PROFESIONAL,11016.669,0.0,7991.3874,14041.9507,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE HUMANIDADES E HISTORIA,3133.7018,0.0353,59.6102,6207.7934,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE INNOVACIÓN EDUCATIVA,7381.2518,0.0,3253.4512,11509.0523,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE INNOVACIÓN Y DESARROLLO DE MODELOS TECNOLÓGICOS,-838.4205,1.0,-4244.9084,2568.0674,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE INNOVACIÓN Y EMPRENDIMIENTO,5225.0482,0.0128,352.1776,10097.9188,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE INTERCAMBIO ACADÉMICO,5255.7496,0.0,2861.9643,7649.535,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE INVESTIGACIÓN EDUCATIVA,18021.8218,0.0,10793.6879,25249.9558,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE LA UNIDAD PARA LA IGUALDAD DE GÉNERO,674.3943,1.0,-11062.261,12411.0497,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE PLANEACIÓN ESTRATÉGICA EN INNOVACIÓN,-3378.3654,1.0,-12071.1764,5314.4456,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE RELACIONES INTERNACIONALES,4849.7991,0.0,2591.4526,7108.1455,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DE SISTEMA DE ESTUDIOS DEL NIVEL MEDIO SUPERIOR,2730.141,0.0001,623.741,4836.5409,True
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN DEL SISTEMA DE ESTUDIOS DE LICENCIATURA,870.3105,1.0,-935.9994,2676.6203,False
DIRECCION DE DESARROLLO CULTURAL,DIRECCIÓN GENERAL DE RADIO Y TELEVISIÓN UNIVERSITARIA,-1105.88,0.3301,-2375.2764,163.5165,False
DIRECCION DE DESARROLLO CULTURAL,ESC.IND.Y PREPA.TEC.ALVARO OBREGON,966.0711,0.1034,-44.1089,1976.2512,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA INDUSTRIAL Y PREPARATORIA TECNICA PABLO LIVAS,936.9253,0.2957,-126.9632,2000.8137,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 1,1748.1713,0.0,681.1928,2815.1497,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 2,2445.1814,0.0,1365.2453,3525.1176,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 3,1440.2903,0.0,377.5489,2503.0317,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 4,522.7466,1.0,-665.9802,1711.4735,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 5,2349.2071,0.0,864.6419,3833.7724,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 6,1018.9056,0.8774,-366.7504,2404.5617,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 7,1441.23,0.0,389.782,2492.678,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 8,2841.9003,0.0,1729.3789,3954.4216,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA # 9,3580.783,0.0,2502.9099,4658.656,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #10,824.3745,1.0,-756.3305,2405.0796,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #11,-1035.4462,0.9981,-2701.0373,630.1448,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #12,1726.1818,0.0,456.6785,2995.6852,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #13,1882.5,0.0,524.5387,3240.4613,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #14,2588.3812,0.0,1035.6082,4141.1542,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #15,5723.6651,0.0,4650.9798,6796.3504,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #16,1906.9565,0.0,784.0913,3029.8217,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #17,4131.2146,0.0,2800.4033,5462.0259,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #18,3181.9582,0.0,1892.0991,4471.8173,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #19,1234.4063,0.1324,-78.431,2547.2435,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #20,3626.0051,0.0,2336.9998,4915.0104,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #21,1495.3553,0.0554,-8.8483,2999.559,False
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #22,2331.7811,0.0,1272.0586,3391.5036,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #23,4040.7988,0.0,2879.9455,5201.6521,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #24,2607.0074,0.0,861.7212,4352.2936,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA PREPARATORIA #25,3161.076,0.0,2023.9665,4298.1856,True
DIRECCION DE DESARROLLO CULTURAL,ESCUELA Y PREPARATORIA TECNICA MEDICA,1479.055,0.0,407.4135,2550.6966,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE AGRONOMIA,4783.8032,0.0,3672.5686,5895.0379,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ARQUITECTURA,1605.3638,0.0,585.2994,2625.4283,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ARTES ESCENICAS,1126.0367,0.2892,-149.9142,2401.9877,False
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ARTES VISUALES,1211.3896,0.0124,83.1096,2339.6696,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CIENCIAS BIOLOGICAS,6204.4666,0.0,5180.8183,7228.115,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CIENCIAS DE LA COMUNICACION,3106.8081,0.0,2030.2585,4183.3577,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CIENCIAS DE LA TIERRA,8098.8916,0.0,6874.2417,9323.5414,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CIENCIAS FISICO-MATEMATICAS,5218.6517,0.0,4174.3325,6262.9708,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CIENCIAS FORESTALES,4631.7353,0.0,3476.8798,5786.5907,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CIENCIAS QUIMICAS,4227.493,0.0,3204.7306,5250.2554,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE CONTADURIA PUBLICA Y ADMON.,2581.4743,0.0,1568.6836,3594.2651,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ECONOMIA,6056.9951,0.0,4839.145,7274.8452,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ENFERMERIA,3601.4129,0.0,2484.0048,4718.8211,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE FILOSOFIA Y LETRAS,2677.8755,0.0,1637.6592,3718.0918,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ING. CIVIL,2981.2097,0.0,1912.417,4050.0023,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ING. MECANICA Y ELECTRICA,8309.3327,0.0,7313.9014,9304.7639,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE MED. VETERINARIA Y ZOOT.,3304.4584,0.0,2174.3158,4434.6011,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE MEDICINA,6160.1398,0.0,5164.2008,7156.0788,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE MUSICA,862.4321,0.8724,-307.5149,2032.3792,False
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ODONTOLOGIA,4584.0194,0.0,3509.8082,5658.2307,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE ORGANIZACION DEPORTIVA,2421.0401,0.0,1345.5001,3496.5801,True
DIRECCION DE DESARROLLO CULTURAL,FAC. DE PSICOLOGIA,2555.9992,0.0,1491.4187,3620.5796,True
DIRECCION DE DESARROLLO CULTURAL,FACULTAD DE CIENCIAS POLÍTICAS Y RELACIONES INTERNACIONALES,3674.0846,0.0,2605.191,4742.9782,True
DIRECCION DE DESARROLLO CULTURAL,FACULTAD DE DERECHO Y CRIMINOLOGIA,1910.3085,0.0,886.1647,2934.4523,True
DIRECCION DE DESARROLLO CULTURAL,FACULTAD DE SALUD PUBLICA Y NUTRICION,1617.3032,0.0,524.786,2709.8205,True
DIRECCION DE DESARROLLO CULTURAL,FACULTAD DE TRABAJO SOCIAL Y DESARROLLO HUMANO,4403.6161,0.0,3276.7547,5530.4775,True
DIRECCION DE DESARROLLO CULTURAL,GIMNASIO DE AREA MEDICA,-1832.1122,0.006,-3484.4986,-179.7257,True
DIRECCION DE DESARROLLO CULTURAL,HOSPITAL UNIVERSITARIO,-2539.0099,0.0,-3518.591,-1559.4288,True
DIRECCION DE DESARROLLO CULTURAL,IMAGEN INSTITUCIONAL,974.68,1.0,-1191.4478,3140.8077,False
DIRECCION DE DESARROLLO CULTURAL,IMPRENTA UNIVERSITARIA,-2935.923,0.0,-4696.1605,-1175.6856,True
DIRECCION DE DESARROLLO CULTURAL,INST. DE INVESTIGACIONES SOCIALES,8695.3657,0.0,7214.0357,10176.6956,True
DIRECCION DE DESARROLLO CULTURAL,JUNTA DE GOBIERNO,-2738.267,0.7447,-6274.5102,797.9762,False
DIRECCION DE DESARROLLO CULTURAL,LIBRERIA UNIVERSITARIA,-2136.3464,0.0,-3399.1622,-873.5307,True
DIRECCION DE DESARROLLO CULTURAL,OFICINA DE LA ABOGACÍA GENERAL,4216.0278,0.0,2865.5461,5566.5095,True
DIRECCION DE DESARROLLO CULTURAL,ORQUESTA SINFONICA,-293.0691,1.0,-1539.0622,952.924,False
DIRECCION DE DESARROLLO CULTURAL,POLIDEPORTIVO TIGRES ESCOBEDO,-142.6384,1.0,-1893.3623,1608.0855,False
DIRECCION DE DESARROLLO CULTURAL,POLIDEPORTIVO TIGRES ´ESCOBEDO´,1466.8633,0.9909,-777.6728,3711.3994,False
DIRECCION DE DESARROLLO CULTURAL,RECTORIA,13883.6888,0.0,12222.9614,15544.4161,True
DIRECCION DE DESARROLLO CULTURAL,SECRETARIA ACADEMICA,692.7068,1.0,-580.2587,1965.6723,False
DIRECCION DE DESARROLLO CULTURAL,SECRETARIA DE DESARROLLO AGROPECUARIO,5902.1432,0.0,3350.8735,8453.4129,True
DIRECCION DE DESARROLLO CULTURAL,SECRETARIA DE EXT.Y CULTURA,534.3945,1.0,-752.6766,1821.4656,False
DIRECCION DE DESARROLLO CULTURAL,SECRETARIA DE RELACIONES INTERNACIONALES,2671.0629,0.0026,340.9476,5001.1782,True
DIRECCION DE DESARROLLO CULTURAL,SECRETARIA DE SUSTENTABILIDAD,9646.9142,0.0,8051.8955,11241.9329,True
DIRECCION DE DESARROLLO CULTURAL,SECRETARIA GENERAL,5473.8984,0.0,4045.3819,6902.4148,True
DIRECCION DE DESARROLLO CULTURAL,SECRETARÍA DE IGUALDAD E INCLUSIÓN,610.0098,1.0,-7717.448,8937.4675,False
DIRECCION DE DESARROLLO CULTURAL,SECRETARÍA DE INNOVACIÓN Y DESARROLLO DIGITAL,5629.6378,0.0,3327.777,7931.4986,True
DIRECCION DE DESARROLLO CULTURAL,SRIA. DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO TECNOLÓGICO,5468.4399,0.0,3083.3383,7853.5414,True
DIRECCION DE DESARROLLO CULTURAL,TEATRO UNIVERSITARIO,-1297.1163,0.4937,-2856.7269,262.4943,False
DIRECCION DE DESARROLLO CULTURAL,TESORERIA GENERAL,4054.1003,0.0,2822.0155,5286.1851,True
DIRECCION DE DESARROLLO CULTURAL,UNIDAD DE TRANSPARENCIA,3765.0578,0.0,1332.2087,6197.9069,True
DIRECCION DE DESARROLLO CULTURAL,WORLD TRADE CENTER MONTEREY-UANL,3540.7471,0.6367,-886.3581,7967.8522,False
DIRECCION DE DESARROLLO CULTURAL,´CAPILLA ALFONSINA´ BIBLIOTECA UNIVERSITARIA,1524.2774,0.525,-324.0749,3372.6296,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE INVESTIGACION,1356.465,0.8091,-434.9592,3147.8892,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE PREVENCION Y PROTECCION UNIVERSITARIA,-1337.0734,0.1308,-2757.9084,83.7616,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE RADIO Y TELEVISION UNIVERSITARIA,1296.8713,0.973,-605.8321,3199.5747,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE RECURSOS HUMANOS Y NOMINAS,1297.2325,0.4613,-248.8493,2843.3144,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE SERVICIO SOCIAL Y PRACTICAS PROFESIONALES,3325.8277,0.0,1761.8532,4889.8021,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE SERVICIOS GENERALES,-2042.83,0.0,-3502.987,-582.673,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE SERVICIOS MEDICOS,-866.37,0.9882,-2179.477,446.737,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE TECNOLOGIAS DE INFORMACION,-560.7142,1.0,-1990.8278,869.3993,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DE UNIDADES ACADEMICAS,36690.337,0.0001,8014.1432,65366.5308,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DEL PROGRAMA DE FUTBOL AMERICANO,-2631.0311,0.0,-4435.7769,-826.2854,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION DEL SISTEMA DE ESTUDIOS DE POSGRADO,5033.101,0.0,2656.1535,7410.0486,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION GENERAL ADMINISTRATIVA,5639.6865,0.0,3823.1558,7456.2173,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION GENERAL DE PLANEACION Y PROYECTOS ESTRATEGICOS,5528.4248,0.0,3997.2886,7059.5611,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION GENERAL DE TECNOLOGÍAS Y DESARROLLO DIGITAL,2355.055,0.0,918.3247,3791.7853,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION RESPONSABILIDAD SOCIAL UNIVERSITARIA (SS),17769.227,0.0,6465.4505,29073.0035,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCION TECNICA DE LA RECTORIA,2768.799,1.0,-2441.2609,7978.8589,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN ADMINISTRATIVA DE LA SIID,15270.2845,0.0,9719.6859,20820.8831,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE ADMINISTRACIÓN DE CALIDAD,4402.9559,0.1361,-289.009,9094.9208,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE DESARROLLO DE MODELOS TECNOLÓGICOS,14085.4979,0.0,8335.3524,19835.6435,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE DESARROLLO INSTITUCIONAL ACADÉMICO,5058.7881,0.0818,-151.2718,10268.848,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE EDUCACIÓN DIGITAL,522.7681,1.0,-1308.3414,2353.8776,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE EDUCACIÓN INCLUSIVA,2571.3765,1.0,-3657.9289,8800.6819,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE EMPRENDIMIENTO Y DESARROLLO EMPRESARIAL,563.2738,1.0,-2903.3156,4029.8633,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE ESTUDIOS INCORPORADOS,-1389.5275,1.0,-5299.6738,2520.6189,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE FORMACIÓN INTEGRAL AL ESTUDIANTE,-1187.3633,1.0,-4035.7622,1661.0355,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE FORMACIÓN Y DESARROLLO PROFESIONAL,11170.4992,0.0,8055.683,14285.3154,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE HUMANIDADES E HISTORIA,3287.532,0.0242,125.2874,6449.7765,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE INNOVACIÓN EDUCATIVA,7535.0819,0.0,3341.2187,11728.9451,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE INNOVACIÓN Y DESARROLLO DE MODELOS TECNOLÓGICOS,-684.5903,1.0,-4170.8363,2801.6556,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE INNOVACIÓN Y EMPRENDIMIENTO,5378.8784,0.0087,449.9212,10307.8356,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE INTERCAMBIO ACADÉMICO,5409.5798,0.0,2903.5951,7915.5645,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE INVESTIGACIÓN EDUCATIVA,18175.652,0.0,10909.589,25441.715,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE LA UNIDAD PARA LA IGUALDAD DE GÉNERO,828.2245,1.0,-10931.8278,12588.2768,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE PLANEACIÓN ESTRATÉGICA EN INNOVACIÓN,-3224.5353,1.0,-11948.91,5499.8395,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE RELACIONES INTERNACIONALES,5003.6292,0.0,2626.6817,7380.5767,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DE SISTEMA DE ESTUDIOS DEL NIVEL MEDIO SUPERIOR,2883.9711,0.0001,650.8854,5117.0568,True
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN DEL SISTEMA DE ESTUDIOS DE LICENCIATURA,1024.1406,1.0,-928.4235,2976.7047,False
DIRECCION DE EDITORIAL UNIVERSITARIA,DIRECCIÓN GENERAL DE RADIO Y TELEVISIÓN UNIVERSITARIA,-952.0498,0.993,-2422.1241,518.0245,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESC.IND.Y PREPA.TEC.ALVARO OBREGON,1119.9013,0.2519,-133.1809,2372.9834,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA INDUSTRIAL Y PREPARATORIA TECNICA PABLO LIVAS,1090.7554,0.4523,-206.0136,2387.5244,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 1,1902.0014,0.0,602.6961,3201.3067,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 2,2599.0116,0.0,1289.0447,3908.9784,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 3,1594.1204,0.0004,298.2924,2889.9485,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 4,676.5768,1.0,-724.431,2077.5845,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 5,2503.0373,0.0,843.6142,4162.4604,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 6,1172.7358,0.8455,-398.822,2744.2935,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 7,1595.0601,0.0003,308.4779,2881.6424,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 8,2995.7304,0.0,1658.7731,4332.6877,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA # 9,3734.6131,0.0,2426.3465,5042.8797,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #10,978.2047,1.0,-767.7563,2724.1656,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #11,-881.6161,1.0,-2704.7849,941.5528,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #12,1880.012,0.0001,409.8454,3350.1786,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #13,2036.3301,0.0,489.1359,3583.5244,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #14,2742.2113,0.0,1021.4978,4462.9248,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #15,5877.4952,0.0,4573.4995,7181.491,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #16,2060.7866,0.0,715.2097,3406.3636,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #17,4285.0447,0.0,2761.6243,5808.4651,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #18,3335.7883,0.0,1848.0089,4823.5678,True
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #19,1388.2364,0.1757,-119.5078,2895.9807,False
DIRECCION DE EDITORIAL UNIVERSITARIA,ESCUELA PREPARATORIA #20,3779.8353,0.0,2292.796,5266.8745,True
