group1,group2,meandiff,p-adj,lower,upper,reject
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO DE FOMENTO GANADERO VALLECILLO,-4208.8305,0.0001,-7499.1028,-918.5581,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO DE INCUBACION DE EMPRESAS Y TRANSF. DE TECNOLOGIA,2336.4565,0.9442,-980.228,5653.141,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO DE INVESTIGACION EN PRODUCCION AGROPECUARIA,-5791.1355,0.0,-8870.4212,-2711.8498,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO DE INVESTIGACION Y DESARROLLO EN CIENCIAS DE LA SALUD,-4722.3213,0.0,-7872.5191,-1572.1235,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO DE VINCULACION SOCIAL Y EMPRESARIAL,-824.5554,1.0,-5290.7275,3641.6167,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO DE VINCULACIÓN Y EMPRESAS UNIVERSITARIAS,-1632.5931,1.0,-5633.9578,2368.7715,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CENTRO UNIVERSITARIO DE SALUD,-4625.893,0.0,-7623.7171,-1628.0688,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CONTRALORIA GENERAL,428.8908,1.0,-2792.0295,3649.8112,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CTRO. DE INF. DE HISTORIA REGIONAL,-2518.3472,0.8767,-5941.9386,905.2442,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,CTRO. DE INVESTIGACIÓN; INNOVACIÓN Y DESARROLLO DE LAS ARTES,-3122.5364,0.1377,-6452.8715,207.7987,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DEPARTAMENTO DE ADQUISICIONES,757.8698,1.0,-2742.0838,4257.8234,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DEPARTAMENTO DE BECAS,-2795.1222,0.2332,-5901.6905,311.446,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DEPARTAMENTO ESCOLAR Y DE ARCHIVO,-5247.1621,0.0,-8277.0175,-2217.3067,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DEPTO. DE PERSONAL,-5884.8988,0.0,-9122.2027,-2647.5949,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE ACTIVIDADES ESTUDIANTILES,-4857.3667,0.0,-8427.2823,-1287.451,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE BIBLIOTECAS,-3586.6387,0.001,-6608.6937,-564.5838,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE COMUNICACION INSTITUCIONAL,-1994.0754,0.9981,-5203.2793,1215.1286,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE COMUNICACION INSTITUCIONAL Y RELACIONES PUBLICAS,203.1221,1.0,-3039.7379,3445.9821,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE CONSTRUCCION Y MANTENIMIENTO,-2296.6197,0.8553,-5387.5204,794.2811,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE DEPORTES,-3690.6873,0.0004,-6706.419,-674.9556,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE DESARROLLO CULTURAL,-3700.4549,0.001,-6818.621,-582.2889,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE EDITORIAL UNIVERSITARIA,-3854.2851,0.0007,-7059.392,-649.1781,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE INVESTIGACION,-2497.8201,0.7577,-5737.3197,741.6795,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE PREVENCION Y PROTECCION UNIVERSITARIA,-5191.3585,0.0,-8241.5928,-2141.1242,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE RADIO Y TELEVISION UNIVERSITARIA,-2557.4137,0.7444,-5859.7519,744.9244,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE RECURSOS HUMANOS Y NOMINAS,-2557.0525,0.5367,-5667.6033,553.4983,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE SERVICIO SOCIAL Y PRACTICAS PROFESIONALES,-528.4574,1.0,-3647.9402,2591.0254,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE SERVICIOS GENERALES,-5897.115,0.0,-8965.8632,-2828.3668,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE SERVICIOS MEDICOS,-4720.6551,0.0,-7722.2225,-1719.0876,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE TECNOLOGIAS DE INFORMACION,-4414.9993,0.0,-7469.5667,-1360.4319,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DE UNIDADES ACADEMICAS,32836.0519,0.003,4033.1137,61638.9901,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DEL PROGRAMA DE FUTBOL AMERICANO,-6485.3162,0.0,-9732.2015,-3238.4309,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION DEL SISTEMA DE ESTUDIOS DE POSGRADO,1178.816,1.0,-2417.7153,4775.3472,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION GENERAL ADMINISTRATIVA,1785.4015,1.0,-1468.0492,5038.8521,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION GENERAL DE PLANEACION Y PROYECTOS ESTRATEGICOS,1674.1398,1.0,-1429.0095,4777.289,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION GENERAL DE TECNOLOGÍAS Y DESARROLLO DIGITAL,-1499.23,1.0,-4556.9009,1558.4408,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION RESPONSABILIDAD SOCIAL UNIVERSITARIA (SS),13914.9419,0.0008,2293.3878,25536.4961,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCION TECNICA DE LA RECTORIA,-1085.486,1.0,-6953.1842,4782.2121,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN ADMINISTRATIVA DE LA SIID,11415.9994,0.0,5243.9412,17588.0576,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE ADMINISTRACIÓN DE CALIDAD,548.6708,1.0,-4864.2482,5961.5898,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE DESARROLLO DE MODELOS TECNOLÓGICOS,10231.2129,0.0,3879.1006,16583.3252,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE DESARROLLO INSTITUCIONAL ACADÉMICO,1204.503,1.0,-4663.1951,7072.2011,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE EDUCACIÓN DIGITAL,-3331.517,0.034,-6593.1299,-69.904,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE EDUCACIÓN INCLUSIVA,-1282.9085,1.0,-8071.8262,5506.0091,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE EMPRENDIMIENTO Y DESARROLLO EMPRESARIAL,-3291.0112,0.8365,-7684.4608,1102.4384,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE ESTUDIOS INCORPORADOS,-5243.8125,0.0067,-9995.0651,-492.5599,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE FORMACIÓN INTEGRAL AL ESTUDIANTE,-5041.6484,0.0001,-8965.7449,-1117.5519,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE FORMACIÓN Y DESARROLLO PROFESIONAL,7316.2141,0.0,3194.6565,11437.7717,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE HUMANIDADES E HISTORIA,-566.7531,1.0,-4724.2701,3590.7639,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE INNOVACIÓN EDUCATIVA,3680.7968,0.8699,-1306.5518,8668.1454,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE INNOVACIÓN Y DESARROLLO DE MODELOS TECNOLÓGICOS,-4538.8754,0.0293,-8947.8512,-129.8996,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE INNOVACIÓN Y EMPRENDIMIENTO,1524.5933,1.0,-4094.9953,7144.1819,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE INTERCAMBIO ACADÉMICO,1555.2947,1.0,-2127.7905,5238.3799,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE INVESTIGACIÓN EDUCATIVA,14321.3669,0.0,6570.1845,22072.5493,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE LA UNIDAD PARA LA IGUALDAD DE GÉNERO,-3026.0606,1.0,-15091.8795,9039.7584,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE PLANEACIÓN ESTRATÉGICA EN INNOVACIÓN,-7078.8203,0.7416,-16211.1734,2053.5327,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE RELACIONES INTERNACIONALES,1149.3441,1.0,-2447.1871,4745.8753,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DE SISTEMA DE ESTUDIOS DEL NIVEL MEDIO SUPERIOR,-970.314,1.0,-4473.431,2532.803,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN DEL SISTEMA DE ESTUDIOS DE LICENCIATURA,-2830.1445,0.4163,-6161.4601,501.1711,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,DIRECCIÓN GENERAL DE RADIO Y TELEVISIÓN UNIVERSITARIA,-4806.3349,0.0,-7879.8143,-1732.8555,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESC.IND.Y PREPA.TEC.ALVARO OBREGON,-2734.3838,0.1803,-5710.1815,241.4139,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA INDUSTRIAL Y PREPARATORIA TECNICA PABLO LIVAS,-2763.5297,0.1705,-5757.9857,230.9264,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 1,-1952.2837,0.9916,-4947.8389,1043.2716,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 2,-1255.2735,1.0,-4255.4686,1744.9215,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 3,-2260.1646,0.8171,-5254.2133,733.8841,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 4,-3177.7083,0.0219,-6218.7574,-136.6592,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 5,-1351.2478,1.0,-4519.661,1817.1654,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 6,-2681.5493,0.3792,-5804.841,441.7424,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 7,-2259.2249,0.8148,-5249.2836,730.8338,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 8,-858.5546,1.0,-3870.6323,2153.523,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA # 9,-119.672,1.0,-3119.125,2879.7811,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #10,-2876.0804,0.2488,-6090.6623,338.5015,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #11,-4735.9011,0.0,-7993.0628,-1478.7395,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #12,-1974.2731,0.9945,-5047.7966,1099.2504,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #13,-1817.9549,0.9998,-4929.0588,1293.1489,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #14,-1112.0738,1.0,-4313.013,2088.8655,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #15,2023.2102,0.9787,-974.3825,5020.8029,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #16,-1793.4984,0.9996,-4809.412,1222.4151,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #17,430.7596,1.0,-2668.5898,3530.1091,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #18,-518.4967,1.0,-3600.4839,2563.4904,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #19,-2466.0486,0.6462,-5557.7229,625.6256,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #20,-74.4498,1.0,-3156.0797,3007.1801,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #21,-2205.0996,0.9594,-5382.7618,972.5626,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #22,-1368.6738,1.0,-4361.6523,1624.3046,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #23,340.3439,1.0,-2689.9183,3370.606,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #24,-1093.4475,1.0,-4392.0733,2205.1783,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA PREPARATORIA #25,-539.3789,1.0,-3560.6247,2481.8669,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ESCUELA Y PREPARATORIA TECNICA MEDICA,-2221.3999,0.8609,-5218.6192,775.8195,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE AGRONOMIA,1083.3483,1.0,-1928.2544,4094.951,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ARQUITECTURA,-2095.0911,0.9461,-5074.2587,884.0765,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ARTES ESCENICAS,-2574.4182,0.4708,-5650.6105,501.7741,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ARTES VISUALES,-2489.0653,0.5246,-5506.999,528.8684,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CIENCIAS BIOLOGICAS,2504.0117,0.4565,-476.3849,5484.4084,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CIENCIAS DE LA COMUNICACION,-593.6468,1.0,-3592.6245,2405.3309,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CIENCIAS DE LA TIERRA,4398.4366,0.0,1343.1665,7453.7068,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CIENCIAS FISICO-MATEMATICAS,1518.1968,1.0,-1469.3626,4505.7561,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CIENCIAS FORESTALES,931.2803,1.0,-2096.6892,3959.2498,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CIENCIAS QUIMICAS,527.0381,1.0,-2453.0544,3507.1305,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE CONTADURIA PUBLICA Y ADMON.,-1118.9806,1.0,-4095.6655,1857.7044,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ECONOMIA,2356.5402,0.7541,-696.0107,5409.0911,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ENFERMERIA,-99.042,1.0,-3112.928,2914.8441,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE FILOSOFIA Y LETRAS,-1022.5794,1.0,-4008.707,1963.5482,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ING. CIVIL,-719.2453,1.0,-3715.4472,2276.9567,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ING. MECANICA Y ELECTRICA,4608.8777,0.0,1638.0544,7579.7011,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE MED. VETERINARIA Y ZOOT.,-395.9965,1.0,-3414.6271,2622.6341,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE MEDICINA,2459.6849,0.5105,-511.3087,5430.6784,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE MUSICA,-2838.0228,0.1421,-5871.7803,195.7347,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ODONTOLOGIA,883.5645,1.0,-2114.5746,3881.7036,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE ORGANIZACION DEPORTIVA,-1279.4148,1.0,-4278.0303,1719.2006,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FAC. DE PSICOLOGIA,-1144.4557,1.0,-4139.1577,1850.2462,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FACULTAD DE CIENCIAS POLÍTICAS Y RELACIONES INTERNACIONALES,-26.3703,1.0,-3022.6083,2969.8676,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FACULTAD DE DERECHO Y CRIMINOLOGIA,-1790.1465,0.9994,-4770.7133,1190.4204,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FACULTAD DE SALUD PUBLICA Y NUTRICION,-2083.1517,0.9602,-5087.8983,921.5949,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,FACULTAD DE TRABAJO SOCIAL Y DESARROLLO HUMANO,703.1612,1.0,-2314.2425,3720.5648,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,GIMNASIO DE AREA MEDICA,-5532.5671,0.0,-8782.9962,-2282.138,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,HOSPITAL UNIVERSITARIO,-6239.4648,0.0,-9205.0149,-3273.9147,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,IMAGEN INSTITUCIONAL,-2725.775,0.7613,-6265.1277,813.5777,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,IMPRENTA UNIVERSITARIA,-6636.378,0.0,-9942.9387,-3329.8172,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,INST. DE INVESTIGACIONES SOCIALES,4994.9108,0.0,1828.0122,8161.8093,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,JUNTA DE GOBIERNO,-6438.7219,0.0,-10948.7025,-1928.7414,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,LIBRERIA UNIVERSITARIA,-5836.8013,0.0,-8907.5687,-2766.034,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,OFICINA DE LA ABOGACÍA GENERAL,515.5729,1.0,-2592.2735,3623.4193,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,ORQUESTA SINFONICA,-3993.524,0.0001,-7057.4116,-929.6364,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,POLIDEPORTIVO TIGRES ESCOBEDO,-3843.0933,0.0018,-7144.5994,-541.5872,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,POLIDEPORTIVO TIGRES ´ESCOBEDO´,-2233.5916,0.998,-5821.4671,1354.2839,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,RECTORIA,10183.2338,0.0,6928.5567,13437.911,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARIA ACADEMICA,-3007.7481,0.0727,-6082.7033,67.2071,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARIA DE DESARROLLO AGROPECUARIO,2201.6883,0.9998,-1585.6439,5989.0205,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARIA DE EXT.Y CULTURA,-3166.0604,0.0303,-6246.8818,-85.2391,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARIA DE RELACIONES INTERNACIONALES,-1029.392,1.0,-4671.4169,2612.6329,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARIA DE SUSTENTABILIDAD,5946.4593,0.0,2724.8148,9168.1037,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARIA GENERAL,1773.4434,1.0,-1369.0981,4915.985,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARÍA DE IGUALDAD E INCLUSIÓN,-3090.4452,1.0,-11875.7431,5694.8528,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SECRETARÍA DE INNOVACIÓN Y DESARROLLO DIGITAL,1929.1829,1.0,-1694.8303,5553.196,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,SRIA. DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO TECNOLÓGICO,1767.9849,1.0,-1909.4623,5445.4321,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,TEATRO UNIVERSITARIO,-4997.5712,0.0,-8201.833,-1793.3094,True
CENTRO DE DESARROLLO DE AGRONEGOCIOS,TESORERIA GENERAL,353.6454,1.0,-2704.6125,3411.9032,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,UNIDAD DE TRANSPARENCIA,64.6029,1.0,-3643.9903,3773.196,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,WORLD TRADE CENTER MONTEREY-UANL,-159.7078,1.0,-5397.4715,5078.0558,False
CENTRO DE DESARROLLO DE AGRONEGOCIOS,´CAPILLA ALFONSINA´ BIBLIOTECA UNIVERSITARIA,-2176.1776,0.9926,-5530.4755,1178.1203,False
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE DESARROLLO INTEGRAL DEL ESTUDIANTE,-3625.8326,1.0,-14191.054,6939.3888,False
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE ESTUDIOS Y CERTIFICACIÓN DE LENGUAS EXTRANJERAS,-2217.8021,0.9912,-5615.1342,1179.53,False
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE EVALUACIONES,-6482.1655,0.0,-9810.8159,-3153.5151,True
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE FOMENTO GANADERO VALLECILLO,-6156.5106,0.0,-9483.2315,-2829.7898,True
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE INCUBACION DE EMPRESAS Y TRANSF. DE TECNOLOGIA,388.7763,1.0,-2964.0696,3741.6222,False
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE INVESTIGACION EN PRODUCCION AGROPECUARIA,-7738.8156,0.0,-10857.017,-4620.6142,True
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE INVESTIGACION Y DESARROLLO EN CIENCIAS DE LA SALUD,-6670.0014,0.0,-9858.2495,-3481.7534,True
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE VINCULACION SOCIAL Y EMPRESARIAL,-2772.2356,0.9985,-7265.3273,1720.8561,False
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO DE VINCULACIÓN Y EMPRESAS UNIVERSITARIAS,-3580.2733,0.2702,-7611.6625,451.1158,False
CENTRO DE DESARROLLO EMPRESARIAL,CENTRO UNIVERSITARIO DE SALUD,-6573.5731,0.0,-9611.3567,-3535.7895,True
CENTRO DE DESARROLLO EMPRESARIAL,CONTRALORIA GENERAL,-1518.7893,1.0,-4776.9341,1739.3555,False
CENTRO DE DESARROLLO EMPRESARIAL,CTRO. DE INF. DE HISTORIA REGIONAL,-4466.0274,0.0001,-7924.6626,-1007.3922,True
CENTRO DE DESARROLLO EMPRESARIAL,CTRO. DE INVESTIGACIÓN; INNOVACIÓN Y DESARROLLO DE LAS ARTES,-5070.2166,0.0,-8436.5665,-1703.8667,True
CENTRO DE DESARROLLO EMPRESARIAL,DEPARTAMENTO DE ADQUISICIONES,-1189.8104,1.0,-4724.0507,2344.43,False
CENTRO DE DESARROLLO EMPRESARIAL,DEPARTAMENTO DE BECAS,-4742.8024,0.0,-7887.9488,-1597.656,True
CENTRO DE DESARROLLO EMPRESARIAL,DEPARTAMENTO ESCOLAR Y DE ARCHIVO,-7194.8422,0.0,-10264.2401,-4125.4444,True
CENTRO DE DESARROLLO EMPRESARIAL,DEPTO. DE PERSONAL,-7832.579,0.0,-11106.9211,-4558.2369,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE ACTIVIDADES ESTUDIANTILES,-6805.0468,0.0,-10408.5836,-3201.5101,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE BIBLIOTECAS,-5534.3189,0.0,-8596.0171,-2472.6207,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE COMUNICACION INSTITUCIONAL,-3941.7556,0.0005,-7188.3183,-695.1928,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE COMUNICACION INSTITUCIONAL Y RELACIONES PUBLICAS,-1744.5581,1.0,-5024.3935,1535.2773,False
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE CONSTRUCCION Y MANTENIMIENTO,-4244.2998,0.0,-7373.9719,-1114.6278,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE DEPORTES,-5638.3675,0.0,-8693.8244,-2582.9105,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE DESARROLLO CULTURAL,-5648.1351,0.0,-8804.7375,-2491.5326,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE EDITORIAL UNIVERSITARIA,-5801.9652,0.0,-9044.4782,-2559.4523,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE INVESTIGACION,-4445.5002,0.0,-7722.0132,-1168.9873,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE PREVENCION Y PROTECCION UNIVERSITARIA,-7139.0386,0.0,-10228.5546,-4049.5227,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE RADIO Y TELEVISION UNIVERSITARIA,-4505.0939,0.0,-7843.7489,-1166.439,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE RECURSOS HUMANOS Y NOMINAS,-4504.7327,0.0,-7653.8128,-1355.6526,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE SERVICIO SOCIAL Y PRACTICAS PROFESIONALES,-2476.1376,0.7047,-5634.0408,681.7656,False
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE SERVICIOS GENERALES,-7844.7952,0.0,-10952.5911,-4736.9993,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE SERVICIOS MEDICOS,-6668.3352,0.0,-9709.8129,-3626.8575,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE TECNOLOGIAS DE INFORMACION,-6362.6795,0.0,-9456.4735,-3268.8854,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DE UNIDADES ACADEMICAS,30888.3718,0.0128,2081.2471,59695.4964,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DEL PROGRAMA DE FUTBOL AMERICANO,-8432.9964,0.0,-11716.8118,-5149.1809,True
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION DEL SISTEMA DE ESTUDIOS DE POSGRADO,-768.8642,1.0,-4398.77,2861.0416,False
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION GENERAL ADMINISTRATIVA,-162.2787,1.0,-3452.5858,3128.0284,False
CENTRO DE DESARROLLO EMPRESARIAL,DIRECCION GENERAL DE PLANEACION Y PROYECTOS ESTRATEGICOS,-273.5404,1.0,-3415.3097,2868.229,False
